GO:0004177,Molecular Function,aminopeptidase activity,evm.model.tig082700000016.101
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000153.20
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000153.201
GO:0005216,Molecular Function,ion channel activity,evm.model.tig082700000153.201
GO:0005249,Molecular Function,voltage-gated potassium channel activity,evm.model.tig082700000153.201
GO:0005267,Molecular Function,potassium channel activity,evm.model.tig082700000153.201
GO:0008270,Molecular Function,zinc ion binding,evm.model.tig082700000153.201
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.203
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.203
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.204
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.204
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000153.205
GO:0004867,Molecular Function,serine-type endopeptidase inhibitor activity,evm.model.tig082700000153.205
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.205
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000153.205
GO:0030246,Molecular Function,carbohydrate binding,evm.model.tig082700000153.205
GO:0030248,Molecular Function,cellulose binding,evm.model.tig082700000153.205
GO:0030414,Molecular Function,peptidase inhibitor activity,evm.model.tig082700000153.205
GO:0004806,Molecular Function,triglyceride lipase activity,evm.model.tig082700000153.208
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.208
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.208
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.21
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000153.21
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000153.21
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.21
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000153.21
GO:0003953,Molecular Function,NAD+ nucleosidase activity,evm.model.tig082700000153.214
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000153.214
GO:0016757,Molecular Function,glycosyltransferase activity,evm.model.tig082700000153.214
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.215
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.215
GO:0004806,Molecular Function,triglyceride lipase activity,evm.model.tig082700000153.216
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.216
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.216
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000153.217
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.217
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.217
GO:0050528,Molecular Function,acyloxyacyl hydrolase activity,evm.model.tig082700000153.217
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.218
GO:0005319,Molecular Function,lipid transporter activity,evm.model.tig082700000153.218
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.218
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.218
GO:0042626,Molecular Function,ATPase-coupled transmembrane transporter activity,evm.model.tig082700000153.218
GO:0140359,Molecular Function,ABC-type transporter activity,evm.model.tig082700000153.218
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.22
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000153.22
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000153.22
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.22
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000153.22
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000153.224
GO:0003723,Molecular Function,RNA binding,evm.model.tig082700000153.224
GO:0008187,Molecular Function,poly-pyrimidine tract binding,evm.model.tig082700000153.224
GO:0030628,Molecular Function,pre-mRNA 3'-splice site binding,evm.model.tig082700000153.224
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.227
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000153.227
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.227
GO:0008017,Molecular Function,microtubule binding,evm.model.tig082700000153.227
GO:0008568,Molecular Function,microtubule-severing ATPase activity,evm.model.tig082700000153.227
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.227
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000153.227
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000153.227
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000153.228
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.228
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000153.228
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.229
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000153.229
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.229
GO:0008017,Molecular Function,microtubule binding,evm.model.tig082700000153.229
GO:0008568,Molecular Function,microtubule-severing ATPase activity,evm.model.tig082700000153.229
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.229
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000153.229
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000153.229
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.230
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000153.230
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.230
GO:0008017,Molecular Function,microtubule binding,evm.model.tig082700000153.230
GO:0008568,Molecular Function,microtubule-severing ATPase activity,evm.model.tig082700000153.230
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.230
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000153.230
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000153.230
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.231
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000153.231
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.231
GO:0008017,Molecular Function,microtubule binding,evm.model.tig082700000153.231
GO:0008568,Molecular Function,microtubule-severing ATPase activity,evm.model.tig082700000153.231
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.231
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000153.231
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000153.231
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.233
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000153.233
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000153.235
GO:0005516,Molecular Function,calmodulin binding,evm.model.tig082700000153.235
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000153.237
GO:0030170,Molecular Function,pyridoxal phosphate binding,evm.model.tig082700000153.237
GO:0030378,Molecular Function,serine racemase activity,evm.model.tig082700000153.237
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000153.238
GO:0005216,Molecular Function,ion channel activity,evm.model.tig082700000153.238
GO:0008270,Molecular Function,zinc ion binding,evm.model.tig082700000153.238
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000153.238
GO:0016866,Molecular Function,intramolecular transferase activity,evm.model.tig082700000153.238
GO:0003746,Molecular Function,translation elongation factor activity,evm.model.tig082700000153.24
GO:0004364,Molecular Function,glutathione transferase activity,evm.model.tig082700000153.24
GO:0005507,Molecular Function,copper ion binding,evm.model.tig082700000153.24
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000153.24
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000153.244
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.244
GO:0008569,Molecular Function,minus-end-directed microtubule motor activity,evm.model.tig082700000153.244
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.244
GO:0045505,Molecular Function,dynein intermediate chain binding,evm.model.tig082700000153.244
GO:0051959,Molecular Function,dynein light intermediate chain binding,evm.model.tig082700000153.244
GO:0008569,Molecular Function,minus-end-directed microtubule motor activity,evm.model.tig082700000153.245
GO:0045505,Molecular Function,dynein intermediate chain binding,evm.model.tig082700000153.245
GO:0051959,Molecular Function,dynein light intermediate chain binding,evm.model.tig082700000153.245
GO:0008569,Molecular Function,minus-end-directed microtubule motor activity,evm.model.tig082700000153.246
GO:0045505,Molecular Function,dynein intermediate chain binding,evm.model.tig082700000153.246
GO:0051959,Molecular Function,dynein light intermediate chain binding,evm.model.tig082700000153.246
GO:0008569,Molecular Function,minus-end-directed microtubule motor activity,evm.model.tig082700000153.247
GO:0045505,Molecular Function,dynein intermediate chain binding,evm.model.tig082700000153.247
GO:0051959,Molecular Function,dynein light intermediate chain binding,evm.model.tig082700000153.247
GO:0008569,Molecular Function,minus-end-directed microtubule motor activity,evm.model.tig082700000153.248
GO:0045505,Molecular Function,dynein intermediate chain binding,evm.model.tig082700000153.248
GO:0051959,Molecular Function,dynein light intermediate chain binding,evm.model.tig082700000153.248
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000153.249
GO:0004518,Molecular Function,nuclease activity,evm.model.tig082700000153.249
GO:0004519,Molecular Function,endonuclease activity,evm.model.tig082700000153.249
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000153.249
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.249
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.249
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.249
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000153.249
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000153.250
GO:0004518,Molecular Function,nuclease activity,evm.model.tig082700000153.250
GO:0004519,Molecular Function,endonuclease activity,evm.model.tig082700000153.250
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000153.250
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000153.250
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.250
GO:0016788,Molecular Function,"hydrolase activity, acting on ester bonds",evm.model.tig082700000153.250
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000153.250
GO:0008569,Molecular Function,minus-end-directed microtubule motor activity,evm.model.tig082700000153.251
GO:0045505,Molecular Function,dynein intermediate chain binding,evm.model.tig082700000153.251
GO:0051959,Molecular Function,dynein light intermediate chain binding,evm.model.tig082700000153.251
GO:0004650,Molecular Function,polygalacturonase activity,evm.model.tig082700000153.253
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.253
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000153.253
GO:0016829,Molecular Function,lyase activity,evm.model.tig082700000153.253
GO:0004650,Molecular Function,polygalacturonase activity,evm.model.tig082700000153.254
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.254
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000153.254
GO:0016829,Molecular Function,lyase activity,evm.model.tig082700000153.254
GO:0022857,Molecular Function,transmembrane transporter activity,evm.model.tig082700000153.256
GO:0004342,Molecular Function,glucosamine-6-phosphate deaminase activity,evm.model.tig082700000153.257
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000153.257
GO:0004867,Molecular Function,serine-type endopeptidase inhibitor activity,evm.model.tig082700000153.259
GO:0008201,Molecular Function,heparin binding,evm.model.tig082700000153.259
GO:0030414,Molecular Function,peptidase inhibitor activity,evm.model.tig082700000153.259
